date,country,event,impact,actual,forecast,previous
2024/12/18 03:00:00,GBP,CPI (YoY) (Nov),High Volatility Expected,2.6%,2.6%,2.3%
2024/12/18 03:00:00,GBP,"CPI, n.s.a (Nov)",Low Volatility Expected,135.10,,135.00
2024/12/18 03:00:00,GBP,CPIH (YoY),Moderate Volatility Expected,3.5%,,3.2%
2024/12/18 03:00:00,GBP,PPI Input (MoM) (Nov),Moderate Volatility Expected,0.0%,0.2%,0.1%
2024/12/18 03:00:00,GBP,PPI Input (YoY) (Nov),Low Volatility Expected,-1.9%,,-2.4%
2024/12/18 03:00:00,GBP,PPI Output (YoY) (Nov),Low Volatility Expected,-0.6%,,-0.9%
2024/12/18 03:00:00,GBP,PPI Output (MoM) (Nov),Low Volatility Expected,0.3%,0.2%,-0.1%
2024/12/18 03:00:00,GBP,RPI (YoY) (Nov),Low Volatility Expected,3.6%,3.7%,3.4%
2024/12/18 03:00:00,GBP,RPI (MoM) (Nov),Low Volatility Expected,0.1%,,0.5%
2024/12/18 05:00:00,EUR,ECB's Lane Speaks,Moderate Volatility Expected,,,
2024/12/18 05:30:00,GBP,House Price Index (YoY),Low Volatility Expected,3.4%,3.1%,2.9%
2024/12/18 05:30:00,EUR,German Buba President Nagel Speaks,Moderate Volatility Expected,,,
2024/12/18 06:00:00,EUR,Construction Output (MoM) (Oct),Low Volatility Expected,0.97%,,-0.29%
2024/12/18 06:00:00,EUR,Core CPI (YoY) (Nov),Moderate Volatility Expected,2.7%,2.7%,2.7%
2024/12/18 06:00:00,EUR,Core CPI (MoM) (Nov),Low Volatility Expected,-0.6%,-0.6%,0.2%
2024/12/18 06:00:00,EUR,CPI (YoY) (Nov),High Volatility Expected,2.2%,2.3%,2.0%
2024/12/18 06:00:00,EUR,CPI (MoM) (Nov),Moderate Volatility Expected,-0.3%,-0.3%,0.3%
2024/12/18 06:00:00,EUR,CPI ex Tobacco (MoM) (Nov),Low Volatility Expected,-0.3%,,0.3%
2024/12/18 06:00:00,EUR,CPI ex Tobacco (YoY) (Nov),Low Volatility Expected,2.1%,,1.9%
2024/12/18 06:00:00,EUR,"CPI, n.s.a (Nov)",Low Volatility Expected,126.62,126.67,127.03
2024/12/18 06:00:00,EUR,HICP ex Energy & Food (YoY) (Nov),Low Volatility Expected,2.7%,2.8%,2.7%
2024/12/18 06:00:00,EUR,HICP ex Energy and Food (MoM) (Nov),Low Volatility Expected,-0.4%,-0.4%,0.3%
2024/12/18 07:00:00,GBP,CBI Industrial Trends Orders (Dec),Low Volatility Expected,-40,-22,-19
2024/12/18 07:00:00,EUR,German Buba Monthly Report,Low Volatility Expected,,,
2024/12/18 08:00:00,USD,MBA 30-Year Mortgage Rate,Low Volatility Expected,6.75%,,6.67%
2024/12/18 08:00:00,USD,MBA Mortgage Applications (WoW),Low Volatility Expected,-0.7%,,5.4%
2024/12/18 08:00:00,USD,MBA Purchase Index,Low Volatility Expected,157.1,,154.9
2024/12/18 08:00:00,USD,Mortgage Market Index,Low Volatility Expected,224.0,,225.5
2024/12/18 08:00:00,USD,Mortgage Refinance Index,Low Volatility Expected,617.5,,634.0
2024/12/18 09:30:00,USD,Building Permits (Nov),Moderate Volatility Expected,1.505M,1.430M,1.419M
2024/12/18 09:30:00,USD,Building Permits (MoM) (Nov),Low Volatility Expected,6.1%,,-0.4%
2024/12/18 09:30:00,USD,Current Account (Q3),Moderate Volatility Expected,-310.9B,-286.0B,-275.0B
2024/12/18 09:30:00,USD,Housing Starts (MoM) (Nov),Moderate Volatility Expected,-1.8%,,-3.2%
2024/12/18 09:30:00,USD,Housing Starts (Nov),Moderate Volatility Expected,1.289M,1.350M,1.312M
2024/12/18 10:00:00,CHF,SNB Quarterly Bulletin,Low Volatility Expected,,,
2024/12/18 11:30:00,USD,Atlanta Fed GDPNow (Q4),Moderate Volatility Expected,3.2%,3.1%,3.1%
2024/12/18 11:30:00,USD,Crude Oil Inventories,High Volatility Expected,-0.934M,-1.600M,-1.425M
2024/12/18 11:30:00,USD,EIA Refinery Crude Runs (WoW),Low Volatility Expected,-0.048M,,-0.251M
2024/12/18 11:30:00,USD,Crude Oil Imports,Low Volatility Expected,-1.131M,,-0.170M
2024/12/18 11:30:00,USD,Cushing Crude Oil Inventories,Moderate Volatility Expected,0.108M,,-1.298M
2024/12/18 11:30:00,USD,Distillate Fuel Production,Low Volatility Expected,-0.135M,,-0.086M
2024/12/18 11:30:00,USD,EIA Weekly Distillates Stocks,Low Volatility Expected,-3.180M,0.800M,3.235M
2024/12/18 11:30:00,USD,Gasoline Production,Low Volatility Expected,-0.173M,,0.549M
2024/12/18 11:30:00,USD,Heating Oil Stockpiles,Low Volatility Expected,-0.304M,,0.504M
2024/12/18 11:30:00,USD,EIA Weekly Refinery Utilization Rates (WoW),Low Volatility Expected,-0.6%,,-0.9%
2024/12/18 11:30:00,USD,Gasoline Inventories,Low Volatility Expected,2.348M,2.000M,5.086M
2024/12/18 12:00:00,RUB,PPI (MoM) (Nov),Low Volatility Expected,1.0%,,-0.6%
2024/12/18 12:00:00,RUB,PPI (YoY) (Nov),Low Volatility Expected,3.9%,,2.7%
2024/12/18 13:30:00,BRL,Foreign Exchange Flows,Low Volatility Expected,-4.146B,,-2.641B
2024/12/18 15:00:00,USD,Interest Rate Projection - 1st Yr (Q4),Moderate Volatility Expected,3.9%,,3.4%
2024/12/18 15:00:00,USD,Interest Rate Projection - 2nd Yr (Q4),Moderate Volatility Expected,3.4%,,2.9%
2024/12/18 15:00:00,USD,Interest Rate Projection - 3rd Yr (Q2),Moderate Volatility Expected,3.1%,,2.9%
2024/12/18 15:00:00,USD,Interest Rate Projection - Current (Q4),Moderate Volatility Expected,4.4%,,4.4%
2024/12/18 15:00:00,USD,Interest Rate Projection - Longer (Q4),Moderate Volatility Expected,3.0%,,2.9%
2024/12/18 15:00:00,USD,FOMC Economic Projections,High Volatility Expected,,,
2024/12/18 15:00:00,USD,FOMC Statement,High Volatility Expected,,,
2024/12/18 15:00:00,USD,Fed Interest Rate Decision,High Volatility Expected,4.50%,4.50%,4.75%
2024/12/18 15:30:00,USD,FOMC Press Conference,High Volatility Expected,,,
2024/12/18 17:45:00,NZD,GDP (QoQ) (Q3),Moderate Volatility Expected,-1.0%,-0.2%,-1.1%
2024/12/18 17:45:00,NZD,GDP (YoY) (Q3),Low Volatility Expected,-1.5%,-0.4%,-0.5%
2024/12/18 17:45:00,NZD,GDP Annual Average (Q3),Low Volatility Expected,0.1%,,0.6%
2024/12/18 17:45:00,NZD,GDP Expenditure (QoQ) (Q3),Low Volatility Expected,-0.8%,,-0.8%
2024/12/18 19:50:00,JPY,Foreign Bonds Buying,Low Volatility Expected,706.1B,,-639.1B
2024/12/18 19:50:00,JPY,Foreign Investments in Japanese Stocks,Low Volatility Expected,-587.6B,,482.9B
2024/12/18 20:00:00,AUD,MI Inflation Expectations (Dec),Low Volatility Expected,4.2%,,3.8%
2024/12/18 20:00:00,NZD,ANZ Business Confidence (Dec),Low Volatility Expected,62.3,,64.9
2024/12/18 20:00:00,NZD,NBNZ Own Activity (Dec),Low Volatility Expected,50.3%,,48.0%
2024/12/18 20:30:00,AUD,Reserve Assets Total (Nov),Low Volatility Expected,98.3B,,98.1B
2024/12/18 22:55:00,JPY,BoJ Monetary Policy Statement,Moderate Volatility Expected,,,
2024/12/18 22:55:00,JPY,BoJ Interest Rate Decision,High Volatility Expected,0.25%,0.25%,0.25%
2024/12/19 02:30:00,JPY,BoJ Press Conference,Moderate Volatility Expected,,,
2024/12/19 03:00:00,GBP,Car Registration (YoY) (Nov),Low Volatility Expected,-1.9%,,-6.0%
2024/12/19 03:00:00,GBP,Car Registration (MoM) (Nov),Low Volatility Expected,6.5%,,-47.6%
2024/12/19 03:00:00,EUR,Italian Car Registration (MoM) (Nov),Low Volatility Expected,-1.8%,,4.0%
2024/12/19 03:00:00,EUR,Italian Car Registration (YoY) (Nov),Low Volatility Expected,-10.8%,,-9.1%
2024/12/19 03:00:00,CHF,Trade Balance (Nov),Low Volatility Expected,5.424B,6.200B,8.025B
2024/12/19 03:00:00,EUR,German Car Registration (MoM) (Nov),Low Volatility Expected,5.4%,,11.1%
2024/12/19 03:00:00,EUR,German Car Registration (YoY) (Nov),Low Volatility Expected,-0.5%,,6.0%
2024/12/19 03:00:00,EUR,GfK German Consumer Climate (Jan),Moderate Volatility Expected,-21.3,-22.6,-23.1
2024/12/19 03:00:00,EUR,French Car Registration (MoM) (Nov),Low Volatility Expected,-1.6%,,-2.5%
2024/12/19 03:00:00,EUR,French Car Registration (YoY) (Nov),Low Volatility Expected,-12.7%,,-11.1%
2024/12/19 03:45:00,EUR,French Business Survey (Dec),Low Volatility Expected,97,96,97
2024/12/19 05:00:00,EUR,Spanish Trade Balance (Oct),Low Volatility Expected,-3.93B,,-3.30B
2024/12/19 05:00:00,EUR,Current Account (Oct),Low Volatility Expected,25.8B,33.5B,38.8B
2024/12/19 05:00:00,EUR,Current Account n.s.a. (Oct),Low Volatility Expected,32.0B,,51.5B
2024/12/19 06:00:00,EUR,Spanish Consumer Confidence (Nov),Low Volatility Expected,80.6,,79.6
2024/12/19 06:00:00,EUR,EU Leaders Summit,Moderate Volatility Expected,,,
2024/12/19 07:00:00,BRL,BCB Inflation Report,Low Volatility Expected,,,
2024/12/19 07:00:00,BRL,BCB National Monetary Council Meeting,Low Volatility Expected,,,
2024/12/19 07:00:00,BRL,Auto Production (MoM) (Nov),Low Volatility Expected,-5.2%,,8.3%
2024/12/19 07:00:00,BRL,Auto Sales (MoM) (Nov),Low Volatility Expected,-4.3%,,12.1%
2024/12/19 08:00:00,GBP,BoE MPC vote cut (Dec),Moderate Volatility Expected,3,2,8
2024/12/19 08:00:00,GBP,BoE MPC vote hike (Dec),Moderate Volatility Expected,0,0,0
2024/12/19 08:00:00,GBP,BoE MPC vote unchanged (Dec),Moderate Volatility Expected,6,7,1
2024/12/19 08:00:00,GBP,BoE Interest Rate Decision (Dec),High Volatility Expected,4.75%,4.75%,4.75%
2024/12/19 08:00:00,GBP,BoE MPC Meeting Minutes,Moderate Volatility Expected,,,
2024/12/19 09:00:00,RUB,Central Bank reserves (USD),Low Volatility Expected,618.2B,,614.4B
2024/12/19 09:30:00,USD,Continuing Jobless Claims,Moderate Volatility Expected,"1,874K","1,890K","1,879K"
2024/12/19 09:30:00,USD,Core PCE Prices (Q3),Moderate Volatility Expected,2.20%,2.10%,2.80%
2024/12/19 09:30:00,USD,Corporate Profits (QoQ) (Q3),Low Volatility Expected,-0.4%,0.0%,3.5%
2024/12/19 09:30:00,USD,GDP (QoQ) (Q3),High Volatility Expected,3.1%,2.8%,3.0%
2024/12/19 09:30:00,USD,GDP Price Index (QoQ) (Q3),Moderate Volatility Expected,1.9%,1.9%,2.5%
2024/12/19 09:30:00,USD,GDP Sales (Q3),Low Volatility Expected,3.3%,3.0%,1.9%
2024/12/19 09:30:00,USD,Initial Jobless Claims,High Volatility Expected,220K,229K,242K
2024/12/19 09:30:00,USD,Jobless Claims 4-Week Avg.,Low Volatility Expected,225.50K,,224.25K
2024/12/19 09:30:00,USD,PCE Prices (Q3),Low Volatility Expected,1.5%,1.5%,2.5%
2024/12/19 09:30:00,USD,Philadelphia Fed Manufacturing Index (Dec),High Volatility Expected,-16.4,2.9,-5.5
2024/12/19 09:30:00,USD,Philly Fed Business Conditions (Dec),Low Volatility Expected,30.7,,56.6
2024/12/19 09:30:00,USD,Philly Fed CAPEX Index (Dec),Low Volatility Expected,18.80,,24.90
2024/12/19 09:30:00,USD,Philly Fed Employment (Dec),Moderate Volatility Expected,6.6,,8.6
2024/12/19 09:30:00,USD,Philly Fed New Orders (Dec),Low Volatility Expected,-4.3,,8.9
2024/12/19 09:30:00,USD,Philly Fed Prices Paid (Dec),Low Volatility Expected,31.20,,26.60
2024/12/19 09:30:00,USD,Real Consumer Spending (Q3),Low Volatility Expected,3.7%,3.5%,2.8%
2024/12/19 09:30:00,CAD,Average Weekly Earnings (YoY) (Oct),Low Volatility Expected,5.25%,,4.95%
2024/12/19 11:00:00,USD,Existing Home Sales (Nov),High Volatility Expected,4.15M,4.09M,3.96M
2024/12/19 11:00:00,USD,Existing Home Sales (MoM) (Nov),Moderate Volatility Expected,4.8%,,3.4%
2024/12/19 11:00:00,USD,US Leading Index (MoM) (Nov),Moderate Volatility Expected,0.3%,-0.1%,-0.4%
2024/12/19 11:30:00,USD,Natural Gas Storage,Low Volatility Expected,-125B,-123B,-190B
2024/12/19 12:00:00,USD,KC Fed Composite Index (Dec),Low Volatility Expected,-4,,-2
2024/12/19 12:00:00,USD,KC Fed Manufacturing Index (Dec),Low Volatility Expected,-5,,-4
2024/12/19 12:30:00,USD,4-Week Bill Auction,Low Volatility Expected,4.230%,,4.240%
2024/12/19 12:30:00,USD,8-Week Bill Auction,Low Volatility Expected,4.230%,,4.260%
2024/12/19 14:05:34,USD,5-Year TIPS Auction,Moderate Volatility Expected,2.121%,,1.670%
2024/12/19 17:00:00,USD,"US Foreign Buying, T-bonds (Oct)",Low Volatility Expected,92.10B,,77.00B
2024/12/19 17:00:00,USD,Overall Net Capital Flow (Oct),Low Volatility Expected,203.60B,,398.90B
2024/12/19 17:00:00,USD,TIC Net Long-Term Transactions (Oct),Moderate Volatility Expected,152.3B,,216.1B
2024/12/19 17:00:00,USD,TIC Net Long-Term Transactions including Swaps (Oct),Low Volatility Expected,152.30B,,216.10B
2024/12/19 17:00:00,KRW,PPI (MoM) (Nov),Low Volatility Expected,0.1%,,-0.1%
2024/12/19 17:00:00,KRW,PPI (YoY) (Nov),Low Volatility Expected,1.4%,,1.0%
2024/12/19 17:30:00,USD,Fed's Balance Sheet,Moderate Volatility Expected,"6,889B",,"6,897B"
2024/12/19 17:30:00,USD,Reserve Balances with Federal Reserve Banks,Low Volatility Expected,3.237T,,3.274T
2024/12/19 17:45:00,NZD,Exports (Nov),Low Volatility Expected,6.48B,,5.61B
2024/12/19 17:45:00,NZD,Imports (Nov),Low Volatility Expected,6.92B,,7.27B
2024/12/19 17:45:00,NZD,Trade Balance (YoY) (Nov),Low Volatility Expected,"-8,250M",,"-9,070M"
2024/12/19 17:45:00,NZD,Trade Balance (MoM) (Nov),Low Volatility Expected,-437M,"-1,951M","-1,658M"
2024/12/19 19:30:00,JPY,"CPI, n.s.a (MoM) (Nov)",Low Volatility Expected,0.4%,,0.6%
2024/12/19 19:30:00,JPY,National Core CPI (YoY) (Nov),Moderate Volatility Expected,2.7%,2.6%,2.3%
2024/12/19 19:30:00,JPY,National CPI (MoM) (Nov),Moderate Volatility Expected,0.6%,,0.4%
2024/12/19 19:30:00,JPY,National CPI (YoY) (Nov),Low Volatility Expected,2.9%,,2.3%
2024/12/19 20:30:00,AUD,Housing Credit (Nov),Low Volatility Expected,0.5%,,0.5%
2024/12/19 20:30:00,AUD,Private Sector Credit (MoM) (Nov),Low Volatility Expected,0.5%,0.5%,0.6%
2024/12/19 21:00:00,CNY,China Loan Prime Rate 5Y (Dec),Moderate Volatility Expected,3.60%,3.60%,3.60%
2024/12/19 21:00:00,CNY,PBoC Loan Prime Rate,Moderate Volatility Expected,3.10%,3.10%,3.10%
2024/12/19 22:00:00,NZD,Credit Card Spending (YoY) (Nov),Low Volatility Expected,-3.2%,,0.3%
2024/12/20 03:00:00,GBP,Core Retail Sales (YoY) (Nov),Moderate Volatility Expected,0.1%,0.7%,1.6%
2024/12/20 03:00:00,GBP,Core Retail Sales (MoM) (Nov),Moderate Volatility Expected,0.3%,0.0%,-0.9%
2024/12/20 03:00:00,GBP,Public Sector Net Borrowing (Nov),Low Volatility Expected,11.25B,15.50B,18.22B
2024/12/20 03:00:00,GBP,Public Sector Net Cash Requirement (Nov),Low Volatility Expected,12.983B,,17.396B
2024/12/20 03:00:00,GBP,Retail Sales (MoM) (Nov),Moderate Volatility Expected,0.2%,0.5%,-0.7%
2024/12/20 03:00:00,GBP,Retail Sales (YoY) (Nov),Moderate Volatility Expected,0.5%,0.8%,2.0%
2024/12/20 03:00:00,EUR,German PPI (YoY) (Nov),Low Volatility Expected,0.1%,-0.3%,-1.1%
2024/12/20 03:00:00,EUR,German PPI (MoM) (Nov),Moderate Volatility Expected,0.5%,0.3%,0.2%
2024/12/20 03:45:00,EUR,PPI (YoY) (Nov),Low Volatility Expected,-5.20%,,-6.00%
2024/12/20 03:45:00,EUR,French PPI (MoM) (Nov),Low Volatility Expected,3.2%,,0.9%
2024/12/20 04:30:00,HKD,CPI (MoM) (Nov),Low Volatility Expected,0.00%,,0.20%
2024/12/20 04:30:00,HKD,CPI (YoY) (Nov),Low Volatility Expected,1.40%,1.50%,1.40%
2024/12/20 05:00:00,EUR,Italian Business Confidence (Dec),Low Volatility Expected,85.8,86.0,86.5
2024/12/20 05:00:00,EUR,Italian Consumer Confidence (Dec),Low Volatility Expected,96.3,97.0,96.6
2024/12/20 06:00:00,EUR,Italian Industrial Sales (MoM) (Oct),Low Volatility Expected,0.50%,,-0.30%
2024/12/20 06:00:00,EUR,Italian Industrial Sales (YoY) (Oct),Low Volatility Expected,-5.30%,,-5.70%
2024/12/20 06:30:00,RUB,Interest Rate Decision (Dec),Moderate Volatility Expected,21.00%,23.00%,21.00%
2024/12/20 07:00:00,GBP,CBI Distributive Trades Survey (Dec),Low Volatility Expected,-15,-9,-18
2024/12/20 07:00:00,EUR,Italian PPI (MoM) (Nov),Low Volatility Expected,1.2%,,0.7%
2024/12/20 07:00:00,EUR,Italian PPI (YoY) (Nov),Low Volatility Expected,-0.5%,,-2.8%
2024/12/20 07:00:00,BRL,FGV Consumer confidence (Dec),Low Volatility Expected,92.0,,95.6
2024/12/20 07:30:00,INR,"FX Reserves, USD",Low Volatility Expected,652.87B,,654.86B
2024/12/20 07:30:00,INR,RBI MPC Meeting Minutes,Moderate Volatility Expected,,,
2024/12/20 08:00:00,RUB,CBR Press Conference,Moderate Volatility Expected,,,
2024/12/20 08:30:00,USD,FOMC Member Daly Speaks,Moderate Volatility Expected,,,
2024/12/20 09:30:00,USD,Core PCE Price Index (MoM) (Nov),High Volatility Expected,0.1%,0.2%,0.3%
2024/12/20 09:30:00,USD,Core PCE Price Index (YoY) (Nov),High Volatility Expected,2.8%,2.9%,2.8%
2024/12/20 09:30:00,USD,PCE Price index (YoY) (Nov),Moderate Volatility Expected,2.4%,2.5%,2.3%
2024/12/20 09:30:00,USD,PCE price index (MoM) (Nov),Moderate Volatility Expected,0.1%,0.2%,0.2%
2024/12/20 09:30:00,USD,Personal Income (MoM) (Nov),Low Volatility Expected,0.3%,0.4%,0.7%
2024/12/20 09:30:00,USD,Personal Spending (MoM) (Nov),Moderate Volatility Expected,0.4%,0.5%,0.3%
2024/12/20 09:30:00,USD,Real Personal Consumption (MoM) (Nov),Low Volatility Expected,0.3%,,0.1%
2024/12/20 09:30:00,CAD,Core Retail Sales (MoM) (Oct),Moderate Volatility Expected,0.1%,0.2%,1.1%
2024/12/20 09:30:00,CAD,Retail Sales (MoM) (Oct),Moderate Volatility Expected,0.6%,0.7%,0.6%
2024/12/20 11:00:00,USD,Michigan 1-Year Inflation Expectations (Dec),Moderate Volatility Expected,2.8%,2.9%,2.6%
2024/12/20 11:00:00,USD,Michigan 5-Year Inflation Expectations (Dec),Moderate Volatility Expected,3.0%,3.1%,3.2%
2024/12/20 11:00:00,USD,Michigan Consumer Expectations (Dec),Moderate Volatility Expected,73.3,71.6,76.9
2024/12/20 11:00:00,USD,Michigan Consumer Sentiment (Dec),Moderate Volatility Expected,74.0,74.0,71.8
2024/12/20 11:00:00,USD,Michigan Current Conditions (Dec),Low Volatility Expected,75.1,77.7,63.9
2024/12/20 11:00:00,EUR,Consumer Confidence (Dec),Low Volatility Expected,-14.5,-14.0,-13.8
2024/12/20 12:00:00,USD,Atlanta Fed GDPNow (Q4),Moderate Volatility Expected,3.1%,3.2%,3.2%
2024/12/20 12:00:00,CAD,Budget Balance (YoY) (Oct),Low Volatility Expected,-14.50B,,-13.01B
2024/12/20 12:00:00,CAD,Budget Balance (Oct),Low Volatility Expected,-1.49B,,-3.17B
2024/12/20 14:00:00,USD,U.S. Baker Hughes Oil Rig Count,Moderate Volatility Expected,483,,482
2024/12/20 14:00:00,USD,U.S. Baker Hughes Total Rig Count,Moderate Volatility Expected,589,,589
2024/12/20 16:30:00,GBP,CFTC GBP speculative net positions,Moderate Volatility Expected,21.6K,,27.1K
2024/12/20 16:30:00,USD,CFTC Aluminium speculative net positions,Low Volatility Expected,2.5K,,2.7K
2024/12/20 16:30:00,USD,CFTC Copper speculative net positions,Low Volatility Expected,5.9K,,11.0K
2024/12/20 16:30:00,USD,CFTC Corn speculative net positions,Low Volatility Expected,221.8K,,224.4K
2024/12/20 16:30:00,USD,CFTC Crude Oil speculative net positions,Moderate Volatility Expected,230.0K,,190.1K
2024/12/20 16:30:00,USD,CFTC Gold speculative net positions,Moderate Volatility Expected,262.0K,,275.6K
2024/12/20 16:30:00,USD,CFTC Nasdaq 100 speculative net positions,Moderate Volatility Expected,36.1K,,35.6K
2024/12/20 16:30:00,USD,CFTC Natural Gas speculative net positions,Low Volatility Expected,-128.2K,,-140.6K
2024/12/20 16:30:00,USD,CFTC S&P 500 speculative net positions,Moderate Volatility Expected,-39.9K,,-83.3K
2024/12/20 16:30:00,USD,CFTC Silver speculative net positions,Low Volatility Expected,40.3K,,41.2K
2024/12/20 16:30:00,USD,CFTC Soybeans speculative net positions,Low Volatility Expected,-109.3K,,-86.2K
2024/12/20 16:30:00,USD,CFTC Wheat speculative net positions,Low Volatility Expected,-79.3K,,-59.3K
2024/12/20 16:30:00,CAD,CFTC CAD speculative net positions,Low Volatility Expected,-182.1K,,-181.6K
2024/12/20 16:30:00,CHF,CFTC CHF speculative net positions,Low Volatility Expected,-21.8K,,-35.0K
2024/12/20 16:30:00,AUD,CFTC AUD speculative net positions,Moderate Volatility Expected,-61.5K,,8.5K
2024/12/20 16:30:00,BRL,CFTC BRL speculative net positions,Moderate Volatility Expected,-20.9K,,-16.4K
2024/12/20 16:30:00,JPY,CFTC JPY speculative net positions,Moderate Volatility Expected,6.0K,,25.8K
2024/12/20 16:30:00,NZD,CFTC NZD speculative net positions,Low Volatility Expected,-42.5K,,-28.2K
2024/12/20 16:30:00,RUB,CFTC RUB speculative positions,Moderate Volatility Expected,,,-37.9K
2024/12/20 16:30:00,EUR,CFTC EUR speculative net positions,Moderate Volatility Expected,-65.9K,,-75.6K
2024/12/22 22:00:00,NZD,M3 Money Supply (Nov),Low Volatility Expected,424.4B,,419.0B
2024/12/23 01:00:00,SGD,Core CPI (YoY) (Nov),Moderate Volatility Expected,1.90%,2.10%,2.10%
2024/12/23 01:00:00,SGD,CPI (MoM) (Nov),Low Volatility Expected,0.00%,,-0.30%
2024/12/23 01:00:00,SGD,CPI (YoY) (Nov),Moderate Volatility Expected,1.6%,1.8%,1.4%
2024/12/23 03:00:00,GBP,Business Investment (QoQ) (Q3),Moderate Volatility Expected,1.9%,1.2%,1.8%
2024/12/23 03:00:00,GBP,Business Investment (YoY) (Q3),Low Volatility Expected,5.8%,4.5%,1.4%
2024/12/23 03:00:00,GBP,Current Account (Q3),Moderate Volatility Expected,-18.1B,-22.9B,-24.0B
2024/12/23 03:00:00,GBP,GDP (YoY) (Q3),High Volatility Expected,0.9%,1.0%,0.7%
2024/12/23 03:00:00,GBP,GDP (QoQ) (Q3),High Volatility Expected,0.0%,0.1%,0.4%
2024/12/23 03:00:00,EUR,German Import Price Index (MoM) (Nov),Low Volatility Expected,0.9%,0.5%,0.6%
2024/12/23 03:00:00,EUR,German Import Price Index (YoY) (Nov),Low Volatility Expected,0.6%,,-0.8%
2024/12/23 04:00:00,CHF,M3 Money Supply (Nov),Low Volatility Expected,"1,155.9B",,"1,148.4B"
2024/12/23 04:00:00,EUR,Spanish GDP (YoY) (Q3),Low Volatility Expected,3.3%,3.4%,3.1%
2024/12/23 04:00:00,EUR,Spanish GDP (QoQ) (Q3),Moderate Volatility Expected,0.8%,0.8%,0.8%
2024/12/23 05:00:00,EUR,Italian Trade Balance Non-EU (Nov),Low Volatility Expected,5.91B,,5.81B
2024/12/23 05:00:00,CHF,ZEW Expectations (Dec),Low Volatility Expected,-20.0,,-12.4
2024/12/23 07:25:00,BRL,BCB Focus Market Readout,Low Volatility Expected,,,
2024/12/23 07:30:00,BRL,Current Account (USD) (Nov),Low Volatility Expected,-3.10B,-3.20B,-5.88B
2024/12/23 07:30:00,BRL,Foreign direct investment (USD) (Nov),Low Volatility Expected,7.00B,7.14B,5.72B
2024/12/23 09:30:00,USD,Chicago Fed National Activity (Nov),Low Volatility Expected,-0.12,,-0.50
2024/12/23 09:30:00,USD,Core Durable Goods Orders (MoM) (Nov),Moderate Volatility Expected,-0.1%,0.3%,0.2%
2024/12/23 09:30:00,USD,Durable Goods Orders (MoM) (Nov),High Volatility Expected,-1.1%,-0.3%,0.8%
2024/12/23 09:30:00,USD,Durables Excluding Defense (MoM) (Nov),Low Volatility Expected,-0.3%,,1.0%
2024/12/23 09:30:00,USD,Goods Orders Non Defense Ex Air (MoM) (Nov),Low Volatility Expected,0.7%,,-0.1%
2024/12/23 09:30:00,CAD,GDP (MoM) (Oct),Moderate Volatility Expected,0.3%,0.1%,0.2%
2024/12/23 09:30:00,CAD,IPPI (MoM) (Nov),Low Volatility Expected,0.6%,0.3%,1.2%
2024/12/23 09:30:00,CAD,IPPI (YoY) (Nov),Low Volatility Expected,2.2%,,1.1%
2024/12/23 09:30:00,CAD,RMPI (MoM) (Nov),Moderate Volatility Expected,-0.5%,0.4%,4.0%
2024/12/23 09:30:00,CAD,RMPI (YoY) (Nov),Low Volatility Expected,2.0%,,-2.6%
2024/12/23 09:31:00,CAD,GDP (MoM) (Nov),Moderate Volatility Expected,-0.1%,,0.3%
2024/12/23 10:30:00,USD,Building Permits (Nov),Moderate Volatility Expected,1.493M,1.505M,1.419M
2024/12/23 10:30:00,USD,Building Permits (MoM) (Nov),Low Volatility Expected,5.2%,6.1%,-0.4%
2024/12/23 11:00:00,USD,3-Month Bill Auction,Low Volatility Expected,4.240%,,4.250%
2024/12/23 11:00:00,USD,6-Month Bill Auction,Low Volatility Expected,4.170%,,4.160%
2024/12/23 11:00:00,USD,CB Consumer Confidence (Dec),High Volatility Expected,104.7,112.9,112.8
2024/12/23 11:00:00,USD,New Home Sales (Nov),High Volatility Expected,664K,666K,627K
2024/12/23 11:00:00,USD,New Home Sales (MoM) (Nov),Moderate Volatility Expected,5.9%,,-14.8%
2024/12/23 12:37:41,USD,52-Week Bill Auction,Low Volatility Expected,4.070%,,4.190%
2024/12/23 14:00:00,USD,2-Year Note Auction,Moderate Volatility Expected,4.335%,,4.274%
2024/12/23 14:30:00,CAD,BOC Summary of Deliberations,Low Volatility Expected,,,
2024/12/23 17:00:00,KRW,Consumer Confidence (Dec),Low Volatility Expected,88.4,,100.7
2024/12/23 19:50:00,JPY,Monetary Policy Meeting Minutes,Moderate Volatility Expected,,,
2024/12/23 20:30:00,AUD,RBA Meeting Minutes,Moderate Volatility Expected,,,
2024/12/24 01:00:00,JPY,BoJ Core CPI (YoY),Moderate Volatility Expected,1.7%,1.5%,1.5%
2024/12/24 09:55:00,USD,Redbook (YoY),Low Volatility Expected,5.9%,,4.8%
2024/12/24 11:00:00,USD,Richmond Manufacturing Index (Dec),Low Volatility Expected,-10,-10,-14
2024/12/24 11:00:00,USD,Richmond Manufacturing Shipments (Dec),Low Volatility Expected,-11,,-12
2024/12/24 11:00:00,USD,Richmond Services Index (Dec),Low Volatility Expected,23,,9
2024/12/24 12:00:00,USD,Atlanta Fed GDPNow (Q4),Moderate Volatility Expected,3.1%,3.1%,3.1%
